FIPS,Category,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*",2010 Population,CO 8-hr (ppm),Pb 3-mo (µg/m3),NO2 AM (ppb),NO2 1-hr (ppb),O3 8-hr (ppm),PM10 24-hr (µg/m3),PM2.5 Wtd AM (µg/m3),PM2.5 24-hr (µg/m3),SO2 1-hr (ppb)
18145,Unintentional injuries,23.44,22.02,19.93,20.0,19.57,20.55,20.58,19.96,44436.0,ND,ND,ND,ND,0.071,ND,ND,ND,ND
18145,Nutritional deficiencies,1.38,1.44,1.47,1.61,1.67,1.29,1.13,1.15,44436.0,ND,ND,ND,ND,0.071,ND,ND,ND,ND
18145,"Other communicable, maternal, neonatal, and nutritional diseases",1.24,1.43,1.95,2.56,2.57,1.72,1.19,1.15,44436.0,ND,ND,ND,ND,0.071,ND,ND,ND,ND
18145,Cardiovascular diseases,494.47,464.97,415.78,397.59,364.41,321.61,285.79,284.98,44436.0,ND,ND,ND,ND,0.071,ND,ND,ND,ND
18145,"Diarrhea, lower respiratory, and other common infectious diseases",40.0,38.54,41.56,42.74,38.37,35.65,32.8,30.95,44436.0,ND,ND,ND,ND,0.071,ND,ND,ND,ND
18145,Maternal disorders,0.18,0.17,0.25,0.3,0.27,0.36,0.37,0.36,44436.0,ND,ND,ND,ND,0.071,ND,ND,ND,ND
18145,Other non-communicable diseases,9.45,9.12,8.82,7.93,7.44,7.4,7.12,6.95,44436.0,ND,ND,ND,ND,0.071,ND,ND,ND,ND
18145,Self-harm and interpersonal violence,18.35,18.82,19.36,18.96,17.6,19.27,20.26,20.68,44436.0,ND,ND,ND,ND,0.071,ND,ND,ND,ND
18145,Neoplasms,228.0,230.4,229.39,234.56,224.06,217.94,209.45,206.59,44436.0,ND,ND,ND,ND,0.071,ND,ND,ND,ND
18145,Transport injuries,28.65,26.61,24.78,23.45,22.5,23.01,18.9,17.58,44436.0,ND,ND,ND,ND,0.071,ND,ND,ND,ND
18145,Neglected tropical diseases and malaria,0.03,0.03,0.02,0.02,0.02,0.04,0.03,0.03,44436.0,ND,ND,ND,ND,0.071,ND,ND,ND,ND
18147,Neonatal disorders,7.54,5.61,4.97,3.9,3.79,3.81,3.24,2.86,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,HIV/AIDS and tuberculosis,0.76,0.97,3.89,6.58,1.75,1.41,0.86,0.69,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,Musculoskeletal disorders,3.33,3.48,3.63,4.0,4.32,4.0,3.5,3.46,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,"Diabetes, urogenital, blood, and endocrine diseases",47.85,48.33,49.94,54.2,57.73,57.9,54.17,53.61,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,Digestive diseases,18.23,17.75,16.87,16.45,15.46,14.57,13.49,13.23,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,Chronic respiratory diseases,40.12,42.29,44.67,48.95,52.75,53.88,52.31,52.59,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,Neurological disorders,73.29,75.63,79.68,85.3,90.48,90.11,95.37,92.06,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,Cirrhosis and other chronic liver diseases,12.84,12.35,11.69,11.4,11.3,12.26,12.77,12.7,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,Mental and substance use disorders,1.72,1.84,2.27,2.9,3.78,6.06,7.87,8.53,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,"Forces of nature, war, and legal intervention",0.26,0.26,0.22,0.18,0.17,1.09,0.24,0.06,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,Unintentional injuries,24.39,21.89,20.98,19.94,19.24,20.33,21.03,20.96,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,Nutritional deficiencies,1.49,1.5,1.49,1.6,1.56,1.19,1.01,1.0,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,"Other communicable, maternal, neonatal, and nutritional diseases",1.27,1.42,1.88,2.42,2.37,1.58,1.08,1.04,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,Cardiovascular diseases,547.4,505.24,443.59,412.56,366.09,308.77,261.76,258.99,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,"Diarrhea, lower respiratory, and other common infectious diseases",37.56,38.42,40.35,40.76,37.75,34.37,32.28,32.17,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,Maternal disorders,0.15,0.15,0.21,0.26,0.23,0.32,0.32,0.32,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,Other non-communicable diseases,8.11,7.59,7.25,6.49,5.91,5.71,5.32,5.24,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,Self-harm and interpersonal violence,16.65,16.12,17.23,16.58,15.2,15.92,17.1,17.48,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,Neoplasms,231.34,231.52,231.53,234.38,222.64,212.85,201.1,201.2,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,Transport injuries,31.4,27.54,27.57,26.1,24.24,24.1,21.31,20.17,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18147,Neglected tropical diseases and malaria,0.04,0.04,0.03,0.03,0.03,0.06,0.05,0.05,20952.0,ND,ND,ND,ND,ND,ND,8.7,20,ND
18153,Neonatal disorders,7.75,5.99,5.4,4.41,4.6,4.63,4.05,3.73,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,HIV/AIDS and tuberculosis,0.74,0.96,4.09,7.86,2.64,2.14,1.38,1.16,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,Musculoskeletal disorders,2.44,2.51,2.63,2.85,3.15,2.86,2.45,2.43,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,"Diabetes, urogenital, blood, and endocrine diseases",50.56,52.22,55.96,61.8,69.33,70.33,68.0,69.96,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,Digestive diseases,21.67,21.69,21.08,20.64,20.15,19.12,17.9,17.91,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,Chronic respiratory diseases,39.77,44.96,50.86,59.02,68.42,72.37,74.08,78.03,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,Neurological disorders,90.37,90.37,97.98,100.04,101.06,100.09,101.03,105.49,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,Cirrhosis and other chronic liver diseases,12.8,12.82,12.6,12.67,13.46,14.9,15.83,16.33,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,Mental and substance use disorders,1.9,2.2,2.97,4.28,6.59,10.58,14.71,16.95,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,"Forces of nature, war, and legal intervention",0.25,0.27,0.21,0.2,0.2,1.16,0.25,0.06,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,Unintentional injuries,24.68,23.04,21.46,21.41,21.14,22.05,22.92,23.13,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,Nutritional deficiencies,1.89,1.92,1.96,2.1,2.17,1.59,1.36,1.36,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,"Other communicable, maternal, neonatal, and nutritional diseases",1.3,1.48,2.01,2.71,2.93,1.89,1.26,1.27,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,Cardiovascular diseases,586.32,551.15,500.2,478.48,453.32,389.49,355.46,353.69,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,"Diarrhea, lower respiratory, and other common infectious diseases",33.28,36.29,38.54,42.75,44.52,40.72,40.25,43.39,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,Maternal disorders,0.2,0.18,0.26,0.29,0.25,0.33,0.34,0.35,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,Other non-communicable diseases,8.98,8.45,8.29,7.38,6.88,6.63,6.19,6.17,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,Self-harm and interpersonal violence,18.83,19.97,21.18,22.82,22.5,24.37,25.54,27.6,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,Neoplasms,239.74,245.23,250.44,256.5,250.91,244.18,236.48,239.88,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,Transport injuries,31.26,28.91,28.96,28.63,27.67,27.62,24.2,23.01,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18153,Neglected tropical diseases and malaria,0.03,0.03,0.03,0.02,0.03,0.05,0.05,0.05,21475.0,ND,ND,ND,ND,ND,ND,IN,IN,ND
18157,Neonatal disorders,8.06,6.42,5.5,4.32,4.28,4.36,3.7,3.32,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,HIV/AIDS and tuberculosis,0.74,1.06,4.03,6.8,2.13,1.79,1.18,1.01,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,Musculoskeletal disorders,2.71,2.77,2.86,3.09,3.37,3.1,2.73,2.66,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,"Diabetes, urogenital, blood, and endocrine diseases",43.61,44.07,45.96,48.57,55.28,55.2,50.67,51.16,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,Digestive diseases,20.56,20.01,18.64,17.88,17.32,15.99,14.8,14.32,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,Chronic respiratory diseases,50.44,55.72,56.51,63.01,70.61,69.02,66.29,65.91,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,Neurological disorders,99.69,101.58,106.29,107.36,107.27,109.66,108.36,111.19,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,Cirrhosis and other chronic liver diseases,12.74,12.68,11.46,11.03,11.27,11.96,12.42,12.54,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,Mental and substance use disorders,1.68,1.87,2.57,3.13,4.41,8.2,9.1,11.23,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,"Forces of nature, war, and legal intervention",0.16,0.17,0.21,0.12,0.13,0.97,0.14,0.03,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,Unintentional injuries,20.31,19.15,18.98,17.88,18.94,19.99,19.64,20.57,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,Nutritional deficiencies,1.8,1.84,1.86,1.95,2.12,1.59,1.41,1.54,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,"Other communicable, maternal, neonatal, and nutritional diseases",1.23,1.41,1.77,2.25,2.44,1.62,1.17,1.19,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,Cardiovascular diseases,492.82,475.37,415.61,389.39,358.23,296.43,262.48,263.45,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,"Diarrhea, lower respiratory, and other common infectious diseases",31.31,35.43,36.14,37.55,34.62,33.22,32.84,31.51,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,Maternal disorders,0.13,0.12,0.16,0.18,0.17,0.24,0.26,0.25,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,Other non-communicable diseases,8.29,7.8,7.35,6.54,6.16,5.81,5.38,5.35,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,Self-harm and interpersonal violence,14.89,15.47,15.82,14.67,13.5,14.95,14.36,14.9,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,Neoplasms,234.19,237.19,232.69,234.02,226.26,210.96,196.51,196.64,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,Transport injuries,15.94,14.74,14.22,13.16,13.46,12.31,9.54,9.22,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18157,Neglected tropical diseases and malaria,0.02,0.02,0.02,0.01,0.02,0.03,0.03,0.03,172780.0,ND,ND,ND,ND,ND,ND,9.2,26,ND
18163,Neonatal disorders,10.08,7.55,7.0,5.39,5.26,5.36,4.75,4.44,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,HIV/AIDS and tuberculosis,1.1,1.55,6.25,9.66,3.0,2.47,1.73,1.53,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,Musculoskeletal disorders,2.75,2.9,3.07,3.38,3.79,3.67,3.32,3.34,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,"Diabetes, urogenital, blood, and endocrine diseases",51.03,50.05,51.57,57.15,60.4,63.27,62.43,60.32,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,Digestive diseases,19.16,19.27,19.09,19.18,19.01,18.89,18.31,18.64,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,Chronic respiratory diseases,40.52,45.74,50.9,56.55,65.03,69.94,68.97,74.0,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,Neurological disorders,93.03,94.86,99.78,103.33,119.5,116.58,108.86,127.47,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,Cirrhosis and other chronic liver diseases,14.22,15.13,15.24,15.45,17.21,19.78,22.6,25.26,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,Mental and substance use disorders,2.81,3.42,4.22,5.45,7.44,12.16,14.76,16.54,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,"Forces of nature, war, and legal intervention",0.19,0.21,0.18,0.34,0.28,12.82,0.23,0.06,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,Unintentional injuries,24.86,22.94,21.82,23.15,24.12,21.66,24.9,26.7,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,Nutritional deficiencies,1.56,1.64,1.62,1.77,1.66,1.31,1.2,1.24,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,"Other communicable, maternal, neonatal, and nutritional diseases",1.58,1.79,2.34,3.0,3.22,2.09,1.55,1.62,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,Cardiovascular diseases,490.48,465.58,413.33,381.09,356.79,305.88,266.83,267.33,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,"Diarrhea, lower respiratory, and other common infectious diseases",35.34,34.71,40.55,39.72,35.89,35.12,34.99,37.41,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,Maternal disorders,0.16,0.15,0.21,0.22,0.2,0.28,0.3,0.3,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,Other non-communicable diseases,8.89,8.72,8.23,7.35,7.03,6.82,6.45,6.55,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,Self-harm and interpersonal violence,22.04,21.62,22.12,22.63,21.26,19.7,24.19,26.08,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,Neoplasms,248.26,249.0,245.74,245.7,235.44,227.4,213.73,215.88,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,Transport injuries,18.1,16.06,15.67,15.67,14.65,11.84,11.41,11.4,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18163,Neglected tropical diseases and malaria,0.03,0.03,0.02,0.02,0.02,0.05,0.04,0.04,179703.0,1,ND,3,25,0.075,53,10.1,26,7
18167,Neonatal disorders,9.58,7.6,6.79,5.41,5.38,5.6,4.8,4.45,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,HIV/AIDS and tuberculosis,0.84,1.37,6.01,10.48,3.01,2.74,1.79,1.62,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,Musculoskeletal disorders,3.03,3.12,3.26,3.56,3.97,3.7,3.24,3.16,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,"Diabetes, urogenital, blood, and endocrine diseases",49.67,50.93,53.66,58.87,65.4,66.95,65.22,68.14,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,Digestive diseases,19.59,19.4,18.84,18.77,18.51,17.86,17.12,16.93,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,Chronic respiratory diseases,42.95,47.33,52.88,62.18,73.24,76.46,78.84,81.53,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,Neurological disorders,77.18,78.38,84.89,86.81,93.2,91.11,95.11,101.54,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,Cirrhosis and other chronic liver diseases,16.65,16.37,15.76,15.77,16.73,18.33,19.83,20.43,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,Mental and substance use disorders,1.66,1.87,2.51,3.15,4.83,7.99,10.67,11.83,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,"Forces of nature, war, and legal intervention",0.26,0.19,0.16,0.14,0.23,0.85,0.18,0.04,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,Unintentional injuries,23.54,20.82,19.96,20.18,20.14,21.04,21.85,21.32,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,Nutritional deficiencies,3.92,4.08,4.14,4.0,3.38,2.52,1.98,1.97,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,"Other communicable, maternal, neonatal, and nutritional diseases",1.5,1.78,2.31,2.91,2.87,1.94,1.31,1.31,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,Cardiovascular diseases,549.19,513.37,463.47,449.4,434.75,370.62,333.37,341.41,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,"Diarrhea, lower respiratory, and other common infectious diseases",31.09,35.95,38.69,41.16,40.62,42.47,39.36,42.33,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,Maternal disorders,0.17,0.16,0.23,0.26,0.24,0.32,0.31,0.32,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,Other non-communicable diseases,9.79,9.0,8.64,7.78,7.46,6.94,6.67,6.6,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,Self-harm and interpersonal violence,21.27,20.65,22.52,22.27,21.96,23.58,25.15,27.8,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,Neoplasms,253.29,253.64,250.04,255.45,248.09,235.75,228.83,227.04,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,Transport injuries,22.28,19.21,18.44,17.74,17.41,17.59,15.15,14.14,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18167,Neglected tropical diseases and malaria,0.03,0.03,0.02,0.02,0.02,0.04,0.04,0.04,107848.0,ND,ND,ND,ND,0.072,ND,10.5,27,4
18169,Neonatal disorders,6.76,5.02,4.42,3.44,3.44,3.55,3.04,2.75,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,HIV/AIDS and tuberculosis,0.66,0.92,4.05,6.69,2.07,1.63,1.05,0.89,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,Musculoskeletal disorders,2.47,2.55,2.7,2.95,3.2,2.96,2.59,2.56,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,"Diabetes, urogenital, blood, and endocrine diseases",50.36,54.52,58.76,65.93,74.81,77.77,75.51,77.1,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,Digestive diseases,21.1,20.57,19.72,18.92,17.95,16.86,15.61,15.24,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,Chronic respiratory diseases,34.88,39.05,44.63,52.43,61.4,65.26,67.98,72.19,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,Neurological disorders,80.62,87.08,94.13,101.92,104.0,120.38,121.99,120.28,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,Cirrhosis and other chronic liver diseases,11.85,11.65,11.47,11.17,11.42,12.27,13.12,13.51,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,Mental and substance use disorders,1.66,2.15,3.2,4.26,6.97,11.94,17.97,19.61,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,"Forces of nature, war, and legal intervention",0.19,0.21,0.17,0.23,0.14,0.9,0.18,0.04,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,Unintentional injuries,24.42,23.69,22.75,23.02,22.27,24.8,26.38,26.01,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,Nutritional deficiencies,1.75,1.75,1.8,1.96,1.92,1.54,1.32,1.31,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,"Other communicable, maternal, neonatal, and nutritional diseases",1.08,1.2,1.61,2.02,2.04,1.36,0.96,0.95,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,Cardiovascular diseases,463.36,449.26,398.66,377.4,341.7,296.43,258.18,254.49,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,"Diarrhea, lower respiratory, and other common infectious diseases",31.93,32.46,33.23,33.25,30.94,29.13,27.03,27.1,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,Maternal disorders,0.17,0.16,0.23,0.26,0.24,0.33,0.35,0.36,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,Other non-communicable diseases,9.36,9.14,9.08,8.18,7.67,7.65,7.35,7.45,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,Self-harm and interpersonal violence,15.46,15.22,15.74,15.97,13.65,14.89,15.46,16.15,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,Neoplasms,206.35,211.61,216.76,222.29,215.11,207.47,200.26,204.34,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,Transport injuries,33.32,30.8,30.05,29.39,26.17,26.56,22.71,21.14,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18169,Neglected tropical diseases and malaria,0.03,0.03,0.02,0.02,0.02,0.04,0.04,0.04,32888.0,ND,ND,ND,ND,0.07,ND,ND,ND,ND
18173,Neonatal disorders,5.18,3.96,3.52,2.71,2.74,2.8,2.43,2.2,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,HIV/AIDS and tuberculosis,0.71,0.88,3.26,5.24,1.5,1.18,0.73,0.59,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,Musculoskeletal disorders,2.36,2.45,2.57,2.78,3.01,2.83,2.44,2.4,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,"Diabetes, urogenital, blood, and endocrine diseases",56.59,58.6,60.39,66.4,71.86,74.86,66.99,68.13,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,Digestive diseases,17.38,17.43,16.95,16.75,16.39,15.68,14.5,14.34,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,Chronic respiratory diseases,42.56,46.14,49.42,54.28,60.22,61.03,60.17,60.5,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,Neurological disorders,84.91,89.5,94.78,101.05,116.62,118.61,130.16,129.39,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,Cirrhosis and other chronic liver diseases,11.97,11.76,11.2,10.83,11.1,11.9,12.62,12.84,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,Mental and substance use disorders,1.34,1.45,1.84,2.25,3.04,5.09,6.58,7.1,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,"Forces of nature, war, and legal intervention",0.21,0.24,0.32,0.18,0.21,4.97,0.26,0.06,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,Unintentional injuries,22.99,21.63,20.68,20.03,20.75,20.2,21.64,22.43,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,Nutritional deficiencies,1.38,1.4,1.39,1.45,1.46,1.11,0.94,0.95,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,"Other communicable, maternal, neonatal, and nutritional diseases",1.1,1.28,1.69,2.12,2.16,1.43,0.99,0.98,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,Cardiovascular diseases,530.31,486.71,431.78,393.48,357.32,292.89,248.29,242.13,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,"Diarrhea, lower respiratory, and other common infectious diseases",32.64,35.42,37.91,39.3,38.58,36.28,35.38,36.78,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,Maternal disorders,0.12,0.11,0.16,0.19,0.17,0.25,0.26,0.25,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,Other non-communicable diseases,7.73,7.13,6.86,6.01,5.54,5.32,4.93,4.83,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,Self-harm and interpersonal violence,14.89,15.38,16.09,15.58,14.44,14.47,15.84,17.04,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,Neoplasms,229.12,231.2,228.88,229.09,217.58,205.22,190.9,192.37,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,Transport injuries,22.42,20.52,19.89,18.07,17.68,15.61,13.58,13.39,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18173,Neglected tropical diseases and malaria,0.03,0.03,0.02,0.02,0.03,0.05,0.04,0.04,59689.0,ND,ND,ND,ND,0.074,ND,ND,ND,20
18183,Neonatal disorders,6.63,5.03,4.41,3.45,3.42,3.54,3.05,2.74,33292.0,ND,ND,ND,ND,ND,ND,10,33,ND
18183,HIV/AIDS and tuberculosis,0.51,0.71,3.21,5.48,1.57,1.26,0.76,0.63,33292.0,ND,ND,ND,ND,ND,ND,10,33,ND
18183,Musculoskeletal disorders,2.04,2.08,2.17,2.36,2.5,2.36,2.05,1.97,33292.0,ND,ND,ND,ND,ND,ND,10,33,ND
18183,"Diabetes, urogenital, blood, and endocrine diseases",45.54,47.84,51.01,56.96,62.76,65.95,61.87,63.16,33292.0,ND,ND,ND,ND,ND,ND,10,33,ND
18183,Digestive diseases,18.45,18.14,17.37,17.02,16.08,15.42,14.2,13.8,33292.0,ND,ND,ND,ND,ND,ND,10,33,ND
18183,Chronic respiratory diseases,36.0,40.22,44.87,53.97,62.19,66.49,67.82,71.03,33292.0,ND,ND,ND,ND,ND,ND,10,33,ND
18183,Neurological disorders,63.94,68.63,72.84,78.23,84.84,91.98,93.46,103.58,33292.0,ND,ND,ND,ND,ND,ND,10,33,ND
18183,Cirrhosis and other chronic liver diseases,10.26,10.17,9.65,9.6,9.79,10.65,11.31,11.43,33292.0,ND,ND,ND,ND,ND,ND,10,33,ND
18183,Mental and substance use disorders,0.88,1.0,1.28,1.65,2.48,4.19,5.73,6.16,33292.0,ND,ND,ND,ND,ND,ND,10,33,ND
18183,"Forces of nature, war, and legal intervention",0.17,0.18,0.15,0.4,0.13,0.84,0.16,0.04,33292.0,ND,ND,ND,ND,ND,ND,10,33,ND
18183,Unintentional injuries,19.43,18.23,17.15,17.49,16.9,18.44,18.95,19.43,33292.0,ND,ND,ND,ND,ND,ND,10,33,ND
18183,Nutritional deficiencies,1.95,1.92,1.9,1.96,1.92,1.51,1.25,1.22,33292.0,ND,ND,ND,ND,ND,ND,10,33,ND
18183,"Other communicable, maternal, neonatal, and nutritional diseases",0.94,1.05,1.39,1.75,1.76,1.18,0.8,0.76,33292.0,ND,ND,ND,ND,ND,ND,10,33,ND
18183,Cardiovascular diseases,500.69,470.89,413.41,386.38,347.12,295.98,252.12,247.69,33292.0,ND,ND,ND,ND,ND,ND,10,33,ND
